rating,date,title,branch,neg,neu,pos
5,2018-06-25,A Really Fun Visit!,Florida,0,0,1
5,2018-06-25,My Favourite park,Florida,0,1,0
5,2018-06-25,I love these parks,Florida,0,0,1
4,2018-06-25,Best Movie experience Rides for Teens & Family!!,Florida,0,0,1
5,2018-06-24,Great vacation!,Florida,0,0,1
5,2018-06-24,Universal rocks,Florida,0,0,1
5,2018-06-24,Far Exceeded Our Expectations,Florida,0,0,1
4,2018-06-24,The best Park for teenagers,Florida,0,0,1
5,2018-06-24,Great for young and old.,Florida,0,1,0
5,2018-06-24,Youth Group Trip,Florida,0,0,1
5,2018-06-24,Surprisngly amazing,Florida,0,0,1
5,2018-06-24,Great Family Trip!,Florida,0,0,1
2,2018-06-24,Avoid Fast and Furious if you are claustrophobic,Florida,0,0,1
5,2018-06-24,So much fun!,Florida,0,0,1
5,2018-06-24,My grandchildren and I loved this park,Florida,0,0,1
4,2018-06-24,The best theme park ever,Florida,0,0,1
5,2018-06-24,I highly recommend the meal plan,Florida,0,0,1
5,2018-06-24,Busy but brilliant.,Florida,0,0,1
5,2018-06-24,Great trip,Florida,0,0,1
5,2018-06-24,Universal Studios Florida,Florida,0,0,1
1,2018-06-24,A jolly bunch of bandits,Florida,0,0,1
5,2018-06-24,best VIP tour ever,Florida,0,0,1
5,2018-06-24,Great day,Florida,0,0,1
4,2018-06-23,Great as always,Florida,0,0,1
5,2018-06-23,Had a blast!,Florida,0,0,1
4,2018-06-23,Girls Weekend,Florida,0,0,1
5,2018-06-23,AAU volleyball,Florida,0,0,1
5,2018-06-23,So much fun!!!!!!!!,Florida,0,0,1
5,2018-06-23,"Only a Few Short Miles From Disney, but a World Away in Atmosphere.",Florida,0,0,1
5,2018-06-23,More Expensive Than Disney But Worth It!,Florida,0,0,1
4,2018-06-23,Always a great time,Florida,0,0,1
5,2018-06-23,So fun!,Florida,0,0,1
5,2018-06-23,Loved it,Florida,0,0,1
5,2018-06-23,Love!,Florida,0,0,1
3,2018-06-23,Expensive and relatively small,Florida,0,0,1
5,2018-06-23,Lovely place,Florida,0,0,1
5,2018-06-22,"Fun great, but too expensive",Florida,0,0,1
3,2018-06-22,Harry Potter!,Florida,0,0,1
5,2018-06-22,No Brainer,Florida,0,0,1
4,2018-06-22,My Happy Place!,Florida,0,0,1
5,2018-06-22,Getting better and better,Florida,0,0,1
5,2018-06-22,"Very expensive, mostly child friendly",Florida,0,0,1
4,2018-06-22,the quality of ride is going down not up,Florida,1,0,0
5,2018-06-22,Universal Studios - just what we expected,Florida,0,0,1
5,2018-06-22,Best Place Ever!!,Florida,0,0,1
5,2018-06-22,Awesome,Florida,0,0,1
5,2018-06-22,My great vacations,Florida,0,0,1
5,2018-06-22,Fabulous Holiday,Florida,0,1,0
5,2018-06-22,So much to do,Florida,0,0,1
3,2018-06-22,Big bucks for average experience,Florida,0,0,1
5,2018-06-22,HAHAHAHAHA,Florida,0,0,1
5,2018-06-21,Family Vacation,Florida,0,0,1
5,2018-06-21,"Fun, Fun!",Florida,0,0,1
5,2018-06-21,"This is the best park in Orlando, for kids and adults!",Florida,0,0,1
1,2018-06-21,"No Refunds, Even For Emergency Surgery",Florida,0,0,1
5,2018-06-21,GREAT FAMILY PARK. CONTINUALLY GETTING UPDATED,Florida,0,0,1
4,2018-06-21,Actually enjoyed more than expected,Florida,0,0,1
5,2018-06-21,Great park,Florida,0,1,0
3,2018-06-21,"Good, but kids preferred islands of adventure",Florida,0,0,1
5,2018-06-20,The original and still very good,Florida,0,0,1
5,2018-06-20,Better than Disney if your Kids are Older,Florida,0,0,1
4,2018-06-20,"Lots of fun, but man the 3D overload",Florida,0,0,1
4,2018-06-20,Great experience for the family!,Florida,0,0,1
5,2018-06-20,The Very Best for pre-teens,Florida,0,0,1
5,2018-06-20,Fabulous!!!!,Florida,0,0,1
5,2018-06-20,Fun for all!,Florida,0,0,1
5,2018-06-20,Fun filled as Always,Florida,0,0,1
5,2018-06-20,Loved by all!,Florida,0,0,1
5,2018-06-20,Original Park With Great Rides,Florida,0,1,0
5,2018-06-20,Enjoyed after many years away.,Florida,0,0,1
5,2018-06-20,Amazing and fun park for all,Florida,0,0,1
5,2018-06-20,Truly enjoyed this section.,Florida,0,0,1
5,2018-06-20,Always fun!,Florida,0,0,1
5,2018-06-20,Exceptional,Florida,0,0,1
5,2018-06-20,"Skip Disney, go straight to Universal!",Florida,0,0,1
5,2018-06-20,Great,Florida,0,0,1
5,2018-06-20,Birthday Visit,Florida,0,0,1
4,2018-06-19,Great time had by all.,Florida,0,0,1
4,2018-06-19,Fun with less roller coasters,Florida,0,0,1
4,2018-06-19,fun fun fun,Florida,0,0,1
2,2018-06-19,Unprepared for rainy/ crowded days,Florida,0,0,1
5,2018-06-19,Oh Harry,Florida,0,0,1
5,2018-06-19,"BEST FAMILY VACATION, EVER",Florida,0,0,1
3,2018-06-19,Fun but wow it's overpriced,Florida,0,0,1
5,2018-06-19,A MUST IN ORLANDO !!!,Florida,0,0,1
5,2018-06-19,So very cool!!,Florida,0,0,1
5,2018-06-19,So much fun!!,Florida,0,0,1
4,2018-06-19,Fun Theme Park,Florida,0,0,1
4,2018-06-19,Things I Learned,Florida,0,0,1
5,2018-06-19,Best theme park in Florida!,Florida,0,0,1
5,2018-06-19,Fantastic Theme Park 4 All 🎢👍🤗,Florida,0,0,1
5,2018-06-19,Fun Times,Florida,0,0,1
3,2018-06-19,Good. We enjoyed it.,Florida,0,0,1
5,2018-06-19,Definitely worth the money and Express pass!,Florida,0,0,1
5,2018-06-19,Must visit,Florida,0,0,1
5,2018-06-19,Universal Studios,Florida,0,0,1
5,2018-06-19,VIP Experience,Florida,0,0,1
5,2018-06-19,Orlando Trip,Florida,0,0,1
5,2018-06-18,Great park,Florida,0,0,1
5,2018-06-18,Best family theme park,Florida,0,0,1
2,2018-06-18,Disappointing to say the least.,Florida,1,0,0
2,2018-06-18,"Overpriced, Overcrowded",Florida,0,1,0
4,2018-06-18,Universal Studios,Florida,0,0,1
4,2018-06-18,Loved it,Florida,0,0,1
5,2018-06-18,Better than I thought!,Florida,0,0,1
4,2018-06-18,Harry Potter or bust!,Florida,0,0,1
2,2018-06-18,Just okay,Florida,0,1,0
4,2018-06-18,Adrenaline rush all the time,Florida,0,0,1
5,2018-06-18,My favorite,Florida,0,1,0
5,2018-06-18,Great New Rides,Florida,0,0,1
5,2018-06-18,Create a fantsy for a Harry Potter Fan-tic!,Florida,0,0,1
5,2018-06-18,Great visit,Florida,0,0,1
5,2018-06-18,Outstanding Universal first time visit!,Florida,0,0,1
5,2018-06-18,Incredible Park,Florida,0,0,1
3,2018-06-18,"First trip, probably last",Florida,0,0,1
5,2018-06-18,Loads of Fun,Florida,0,0,1
5,2018-06-18,Loads of fun,Florida,0,0,1
5,2018-06-18,Amazing place,Florida,0,0,1
3,2018-06-18,Very touristy,Florida,1,0,0
5,2018-06-18,LOVED IT!!,Florida,0,0,1
5,2018-06-18,Absolutely Fantastic,Florida,0,0,1
5,2018-06-18,Wizarding World of Harry Pooter,Florida,0,0,1
5,2018-06-18,More than expected!,Florida,0,0,1
5,2018-06-18,Simply the best,Florida,0,0,1
5,2018-06-18,I love this place!!!,Florida,0,0,1
5,2018-06-18,Fun theme park,Florida,0,0,1
4,2018-06-18,A One Time Great Trip,Florida,0,0,1
4,2018-06-18,"Bigger Rides, Bigger Fun!",Florida,0,0,1
5,2018-06-18,Vacation,Florida,0,0,1
5,2018-06-18,Big boys playground,Florida,0,0,1
5,2018-06-18,Sad to be home from a lovely holiday!,Florida,0,0,1
4,2018-06-18,Great day had by all,Florida,0,0,1
2,2018-06-17,Learning disability,Florida,0,0,1
5,2018-06-17,We liked it better than Disney,Florida,0,0,1
5,2018-06-17,If you don't love Universal you're nuts!,Florida,0,0,1
2,2018-06-17,This is it?,Florida,0,1,0
5,2018-06-17,Amazing vacation!,Florida,0,0,1
5,2018-06-17,A lot of fun!,Florida,0,0,1
5,2018-06-17,Great 3d Ride very cool,Florida,0,0,1
5,2018-06-17,More than a day needed.,Florida,0,0,1
4,2018-06-17,"A classic ride, that brings back memmories of the first time you watched the movie.",Florida,0,0,1
5,2018-06-17,First time and we lived it!,Florida,0,0,1
5,2018-06-17,1day is not enough,Florida,0,0,1
5,2018-06-16,Simply Amazing,Florida,0,0,1
2,2018-06-16,Not that Great.,Florida,0,1,0
5,2018-06-16,Days of fun!,Florida,0,0,1
1,2018-06-16,Universal Studios park is awful !,Florida,1,0,0
5,2018-06-16,Brilliant!,Florida,0,0,1
5,2018-06-16,Love it!,Florida,0,0,1
4,2018-06-16,Great,Florida,0,0,1
5,2018-06-16,A fun and clean park.,Florida,0,0,1
4,2018-06-16,Loved it,Florida,0,0,1
4,2018-06-16,Very cool,Florida,0,0,1
5,2018-06-16,Just love this place!,Florida,0,0,1
4,2018-06-16,Must visit,Florida,0,0,1
4,2018-06-15,Corporate Event,Florida,0,0,1
4,2018-06-15,"Fun, but lots of motion simulators",Florida,0,0,1
5,2018-06-15,Fun family times!,Florida,0,0,1
5,2018-06-15,Awesome theme park for teens,Florida,0,1,0
5,2018-06-15,Love it!,Florida,0,0,1
4,2018-06-15,Universal studio,Florida,0,0,1
5,2018-06-15,We Loved it!,Florida,0,0,1
3,2018-06-15,Annoyed,Florida,0,0,1
2,2018-06-15,A lot of hype and not much action,Florida,0,1,0
5,2018-06-15,Best Vacation,Florida,0,0,1
5,2018-06-15,Great Theme Park,Florida,0,0,1
5,2018-06-15,Family Holiday,Florida,0,0,1
5,2018-06-14,Fabulous for kids,Florida,0,0,1
5,2018-06-14,Spread out...and a few good rides,Florida,0,1,0
2,2018-06-14,Not as good as it was,Florida,0,0,1
5,2018-06-14,Disney for older “kids”,Florida,0,0,1
5,2018-06-14,Awesome family vacation,Florida,0,0,1
4,2018-06-14,Top tip for kids,Florida,0,1,0
4,2018-06-14,Family Vacation,Florida,0,0,1
5,2018-06-14,Another great day,Florida,0,0,1
5,2018-06-14,Tons of Fun,Florida,0,0,1
5,2018-06-14,Fun place,Florida,0,0,1
5,2018-06-14,great time had,Florida,0,0,1
5,2018-06-14,loved it,Florida,0,0,1
5,2018-06-14,Unforgettable day in USF,Florida,0,0,1
5,2018-06-13,Amazing,Florida,0,0,1
5,2018-06-13,My favourite of all the parks,Florida,0,0,1
4,2018-06-13,Family vacation,Florida,0,0,1
3,2018-06-13,Not as magical as Disney,Florida,0,0,1
5,2018-06-13,Great,Florida,0,0,1
5,2018-06-13,Universal!!,Florida,0,0,1
5,2018-06-13,Universal Orlando,Florida,0,0,1
4,2018-06-12,Love Universal,Florida,0,0,1
5,2018-06-12,Stunning,Florida,0,0,1
4,2018-06-12,Universal experience,Florida,0,0,1
5,2018-06-12,Family Vacation 2018,Florida,0,1,0
5,2018-06-12,What an awesome experience,Florida,0,0,1
4,2018-06-12,Family vacation,Florida,0,0,1
5,2018-06-12,What more can one say- awesome long day,Florida,0,0,1
5,2018-06-12,A great day ou,Florida,0,0,1
5,2018-06-11,Family Vacation 2018,Florida,0,0,1
1,2018-06-11,Fast and Furious Ride,Florida,0,0,1
5,2018-06-11,Amazing Time,Florida,0,0,1
5,2018-06-11,Great park!,Florida,0,0,1
5,2018-06-11,VIP tour,Florida,0,0,1
5,2018-06-11,Excellent Customer Service,Florida,0,0,1
5,2018-06-11,Fantastic rides!,Florida,0,0,1
5,2018-06-11,Go Here Instead of Disney,Florida,0,0,1
5,2018-06-11,Out of world experience,Florida,0,0,1
5,2018-06-10,Great people,Florida,0,0,1
5,2018-06-10,Great place to visit lots of great attractions,Florida,0,0,1
5,2018-06-10,Great vacation!,Florida,0,0,1
5,2018-06-10,Crush family vacation 2018,Florida,0,0,1
1,2018-06-10,WORST RIDE IN THE PARK,Florida,1,0,0
5,2018-06-10,Weekend fun,Florida,0,0,1
5,2018-06-10,Amazing place,Florida,0,1,0
4,2018-06-10,Fun but not for all ages really,Florida,0,0,1
4,2018-06-10,Some amazing sights,Florida,0,0,1
5,2018-06-10,We really love it,Florida,0,0,1
4,2018-06-10,A bit disappointed,Florida,1,0,0
4,2018-06-10,A good day oit,Florida,0,0,1
5,2018-06-10,Awesome Park!!!!,Florida,0,0,1
5,2018-06-09,Great Park,Florida,0,0,1
3,2018-06-09,photo pass rip off and other big problem.,Florida,0,0,1
4,2018-06-09,Fun place to visit,Florida,0,0,1
4,2018-06-09,Good but not Great,Florida,0,1,0
5,2018-06-09,Family Trip with 7 year old.,Florida,0,0,1
4,2018-06-09,Must do for Harry Potter fans,Florida,0,0,1
3,2018-06-09,"Good park, but the fake rides are annoying",Florida,0,1,0
5,2018-06-08,Family fun,Florida,0,0,1
2,2018-06-08,First Visit,Florida,0,0,1
1,2018-06-08,Fast and furious ride is terrible,Florida,1,0,0
5,2018-06-08,Memorial Day Weekend Getaway,Florida,0,0,1
5,2018-06-08,Best of all the parks!,Florida,0,0,1
5,2018-06-08,“Fabulous”,Florida,1,0,0
5,2018-06-08,AMAZING,Florida,0,0,1
5,2018-06-08,Amazinggggg!!,Florida,0,0,1
5,2018-06-08,Out of world simulated rides,Florida,0,0,1
4,2018-06-07,Great day at Universal,Florida,0,0,1
5,2018-06-07,2018 trip,Florida,0,1,0
3,2018-06-07,Enormous costs,Florida,0,0,1
4,2018-06-07,Fun With Express Pass But Expensive!,Florida,0,0,1
5,2018-06-07,Excellent place.,Florida,0,0,1
5,2018-06-06,Graduation,Florida,0,0,1
5,2018-06-06,Great time,Florida,1,0,0
5,2018-06-06,Top tips for an excellent time at Universal Studios,Florida,0,0,1
5,2018-06-06,As good as always,Florida,0,0,1
5,2018-06-05,Great park,Florida,0,0,1
5,2018-06-05,Awesome,Florida,0,1,0
5,2018-06-05,Fun for the whole family,Florida,0,0,1
5,2018-06-05,Best theme park for families!,Florida,0,0,1
5,2018-06-05,Love it!,Florida,0,0,1
4,2018-06-05,Good return visit,Florida,0,0,1
5,2018-06-05,"First visit, won't be the last",Florida,0,1,0
4,2018-06-05,Lines! Lines! Lines!,Florida,0,0,1
3,2018-06-05,Worth a visit,Florida,1,0,0
5,2018-06-05,Amazing fun- a bit pricey $$ but worth it,Florida,0,0,1
5,2018-06-04,Amazing.,Florida,0,0,1
4,2018-06-04,Too expensive 2,Florida,1,0,0
3,2018-06-04,Fun place,Florida,0,0,1
3,2018-06-04,Not a place for young kids- rudest employees,Florida,0,1,0
5,2018-06-04,1st Family visit,Florida,0,0,1
5,2018-06-04,Excellent Park for family vacations!!!!,Florida,0,0,1
4,2018-06-04,Started out great / Big Thunder and lightening storm,Florida,0,1,0
1,2018-06-04,Unorganized,Florida,0,1,0
5,2018-06-04,Great Memorial Day Vacay,Florida,0,0,1
5,2018-06-04,Harry Potter and Jurassic Park,Florida,0,0,1
5,2018-06-04,Better than Islands of Adventure for young kids,Florida,0,0,1
3,2018-06-04,Alright,Florida,0,0,1
4,2018-06-04,Fourth time coming back,Florida,0,0,1
5,2018-06-04,Great Studios Park,Florida,0,0,1
5,2018-06-03,What a day at Universal!,Florida,0,0,1
5,2018-06-03,Great fun!,Florida,0,0,1
4,2018-06-03,Good pastime for children,Florida,0,0,1
5,2018-06-03,Loved the amusement park,Florida,0,0,1
5,2018-06-03,Fantastic,Florida,0,0,1
5,2018-06-03,Harry Potter,Florida,0,0,1
1,2018-06-03,All my favorites were gone,Florida,1,0,0
5,2018-06-03,Always fun,Florida,0,0,1
4,2018-06-03,"Good visit, lots to see",Florida,0,1,0
5,2018-06-03,Always fun and not hard to manage lines,Florida,0,0,1
3,2018-06-03,The VIP tour,Florida,0,0,1
5,2018-06-03,Fun time,Florida,0,1,0
3,2018-06-03,Nice. Always a great visit.,Florida,0,0,1
4,2018-06-03,Great Place for older kids,Florida,0,0,1
5,2018-06-03,Awesome,Florida,0,0,1
3,2018-06-03,UOAP too many lines for loyal customers,Florida,0,0,1
5,2018-06-02,Summer vaca,Florida,0,0,1
4,2018-06-02,Fast and Furious,Florida,0,0,1
5,2018-06-02,A day in the park!,Florida,0,0,1
3,2018-06-02,New ride is a let down...,Florida,1,0,0
3,2018-06-02,"Lines. Lines. Everywhere lines. Blocking the scenery, breaking my mind. Line up here, line up there, go stand in lines.",Florida,0,0,1
5,2018-06-02,Fantastic!!!,Florida,0,0,1
5,2018-06-02,Truly a Great Park!!!,Florida,0,0,1
5,2018-06-01,True test for couples,Florida,0,0,1
2,2018-06-01,I thought there would be more attractions,Florida,0,0,1
5,2018-06-01,Just as you would expect.,Florida,0,0,1
5,2018-06-01,Amazing place,Florida,0,0,1
5,2018-06-01,Expensive but Super Fun!,Florida,0,0,1
2,2018-05-31,Used to be brilliant now too many shops,Florida,0,0,1
5,2018-05-31,Illuminations at Hogwarts,Florida,0,0,1
3,2018-05-31,Better; But Still Has a Way to Go,Florida,0,0,1
5,2018-05-31,I had so much fun,Florida,0,0,1
1,2018-05-31,Uh.. Are you kidding me?,Florida,1,0,0
5,2018-05-31,Harry Potter world is amazing,Florida,0,1,0
5,2018-05-31,Best Vacation Ever!!!,Florida,0,1,0
5,2018-05-31,Harry Potter,Florida,0,1,0
5,2018-05-31,Great park! You will be guaranteed to enjoy.,Florida,0,0,1
4,2018-05-31,Fun!,Florida,0,0,1
5,2018-05-31,Endless fun for all!,Florida,0,0,1
4,2018-05-31,Great but lacks some of Disney's magic,Florida,0,0,1
4,2018-05-31,Great first experience...but...,Florida,0,0,1
3,2018-05-30,"Fun, fun, fun..at all costs",Florida,0,0,1
5,2018-05-30,Fantastic trip with adult children,Florida,0,0,1
4,2018-05-30,Small but perfectly formed,Florida,0,0,1
5,2018-05-30,Great Experience,Florida,0,0,1
5,2018-05-30,Fast passes,Florida,0,1,0
4,2018-05-30,Fun for kids and adults of all ages!,Florida,0,0,1
5,2018-05-30,Wizarding World of Harry Potter was FANTASTIC!,Florida,0,0,1
4,2018-05-30,Too Expensive!,Florida,0,0,1
5,2018-05-30,Like being a kid again,Florida,0,0,1
3,2018-05-30,Follow up trip from a Port Canaveral Cruise,Florida,0,0,1
4,2018-05-30,Don’t come on a rain day !!,Florida,0,0,1
5,2018-05-30,Great fun,Florida,0,0,1
5,2018-05-30,Our experience,Florida,0,0,1
5,2018-05-30,Memorial weekend vacation!,Florida,0,0,1
5,2018-05-29,The time of our lives!,Florida,0,0,1
5,2018-05-29,Fast and furious ride,Florida,0,1,0
4,2018-05-29,Variety of rides,Florida,0,0,1
3,2018-05-29,Expected more,Florida,0,0,1
5,2018-05-29,Great fro adults too!,Florida,0,0,1
1,2018-05-29,Fast and furious ride total let down,Florida,0,1,0
5,2018-05-29,Place of change,Florida,0,0,1
2,2018-05-29,Wet day's in Universal,Florida,1,0,0
5,2018-05-28,Need a two park ticket to make most of it,Florida,0,0,1
4,2018-05-28,Amazing as always,Florida,0,1,0
5,2018-05-28,SO MUCH FUN,Florida,0,0,1
5,2018-05-28,AMAZING VACATION SPOT!,Florida,0,0,1
5,2018-05-28,Amazing park,Florida,0,0,1
5,2018-05-28,Fab time at universal studios,Florida,0,0,1
5,2018-05-28,Great Fun Ride,Florida,0,0,1
4,2018-05-28,Fun place to visit,Florida,0,0,1
5,2018-05-28,Great Classic Family Ride,Florida,0,0,1
4,2018-05-28,Fantastic.,Florida,0,0,1
5,2018-05-28,Such a fun park!,Florida,0,0,1
5,2018-05-27,First time visit,Florida,0,0,1
5,2018-05-27,Awesome park,Florida,0,0,1
4,2018-05-27,Ok experience,Florida,0,1,0
1,2018-05-27,Fast and furious ride,Florida,1,0,0
1,2018-05-27,Review for Fast and the Furious new ride,Florida,1,0,0
5,2018-05-27,Fun time at City Walk Universal Studios Florida!,Florida,0,0,1
4,2018-05-27,Amazing Time With Adult Children,Florida,0,0,1
3,2018-05-27,It was OK,Florida,0,0,1
5,2018-05-27,Awesome,Florida,0,0,1
5,2018-05-27,Highlight of our Trip!,Florida,0,0,1
5,2018-05-27,A Huge Movie Set with Rides,Florida,0,0,1
5,2018-05-27,Universal is magical,Florida,0,0,1
4,2018-05-27,"Pricey park, pricey parking, lots of walking before you even get there.",Florida,0,1,0
2,2018-05-27,Review for:Fast N Furious ride,Florida,0,0,1
4,2018-05-26,Nice theme park but my heart belongs to Disney,Florida,0,0,1
1,2018-05-26,Minions Breakfast,Florida,1,0,0
5,2018-05-26,Visit again and again,Florida,0,0,1
5,2018-05-26,Orlando,Florida,0,0,1
5,2018-05-26,Always Awesome !!,Florida,0,0,1
5,2018-05-25,Quick Day in July 2017,Florida,0,0,1
3,2018-05-25,Car parking charges!,Florida,0,0,1
4,2018-05-25,Nice but expensive,Florida,0,0,1
5,2018-05-25,Ready to go back!!!,Florida,0,1,0
4,2018-05-25,"Fun, relaxed day!",Florida,0,1,0
2,2018-05-25,Volcano Bay.... :(,Florida,0,1,0
2,2018-05-25,Waste of Money,Florida,0,0,1
5,2018-05-25,Super fun,Florida,0,0,1
5,2018-05-25,Fun day,Florida,0,0,1
5,2018-05-25,Amazing place,Florida,0,0,1
5,2018-05-24,Super fun!,Florida,0,0,1
4,2018-05-24,Family Fun,Florida,0,0,1
5,2018-05-24,Absolutely fabulous!,Florida,0,0,1
5,2018-05-24,Worth it!,Florida,0,0,1
5,2018-05-24,Great park!,Florida,0,0,1
4,2018-05-24,Great day out,Florida,0,0,1
4,2018-05-24,Fear Factor,Florida,0,0,1
5,2018-05-23,Great place love the 3D rides,Florida,0,1,0
3,2018-05-23,Universal - works with all wallets,Florida,1,0,0
4,2018-05-23,Original Park,Florida,0,1,0
4,2018-05-23,Diagon Alley and great 3-D rides,Florida,0,0,1
5,2018-05-23,So much fun and adventure,Florida,0,0,1
5,2018-05-23,Dream come true for Harry Potter Fan (and even if you are not),Florida,0,0,1
5,2018-05-23,The Anxious Person's Guide To Universal Studios Florida (LONG REVIEW!),Florida,0,0,1
4,2018-05-23,Great park!,Florida,0,0,1
1,2018-05-23,Fast and furious ride,Florida,0,1,0
5,2018-05-23,"Another amazing time,.",Florida,0,1,0
4,2018-05-23,Nice park,Florida,0,0,1
4,2018-05-23,Universal Studios Orlando has much improved since our last visit.,Florida,0,0,1
3,2018-05-23,FUN,Florida,0,1,0
4,2018-05-23,Wizarding world of Harry Potter is amazing,Florida,0,0,1
5,2018-05-23,Universal May 2018,Florida,0,1,0
5,2018-05-23,My kids had the best time,Florida,0,0,1
5,2018-05-23,Always Fun!,Florida,0,0,1
5,2018-05-22,Excellent,Florida,0,0,1
4,2018-05-22,Updated and clean.,Florida,0,0,1
5,2018-05-22,"Fun, fun and always exciting!",Florida,0,0,1
2,2018-05-22,New fast & furious ride not worth queuing for,Florida,0,0,1
3,2018-05-22,Fun but maybe we expected too much?...,Florida,0,0,1
5,2018-05-22,Brilliant theme park,Florida,0,0,1
5,2018-05-22,Mind blowing,Florida,0,1,0
1,2018-05-22,Disney Knocks Spots of Universal for Disabled Guests,Florida,0,0,1
5,2018-05-22,Unbelievable,Florida,0,0,1
5,2018-05-22,Better than Disney!!,Florida,0,0,1
4,2018-05-22,Fun and interesting even in the rain!,Florida,0,0,1
